N,P,K,temperature,humidity,ph,rainfall,label,soil_type
97.8,45.8,66.3,21.95,74.79,6.4,688.8,tomato,alluvial soil
97.3,48.4,72.1,22.01,64.88,6.34,708.4,tomato,alluvial soil
124.0,13.3,90.4,36.26,79.55,8.97,304.2,tomato,laterite soil
55.4,39.1,30.6,20.4,36.63,6.75,553.4,safflower,red soil
76.8,36.6,45.4,23.59,59.63,7.07,637.6,wheat,alluvial soil
12.9,18.8,30.6,43.97,44.82,5.37,1747.8,grapes,laterite soil
76.8,67.2,75.8,10.22,48.84,8.69,608.8,sunflower,alluvial soil
87.2,47.2,51.1,22.12,64.27,6.19,871.1,chilli,black soil
23.2,29.8,20.1,29.51,58.25,6.55,650.4,blackgram,red soil
61.6,44.9,39.0,22.7,65.65,7.04,764.9,ragi,laterite soil
85.3,49.9,61.7,26.46,71.56,7.14,745.6,maize,alluvial soil
132.2,60.5,87.1,29.8,74.32,6.88,1455.0,sugarcane,alluvial soil
35.5,42.3,44.6,25.94,54.63,6.74,863.9,groundnut,red soil
39.4,42.2,36.5,25.89,70.51,6.65,827.2,soybean,black soil
46.7,27.4,34.4,20.85,38.11,7.15,558.0,safflower,red soil
86.7,54.7,60.8,30.55,40.84,7.08,539.7,pomegranate,red soil
86.1,44.8,50.0,28.49,60.48,6.66,952.4,maize,black soil
22.3,34.3,28.5,30.26,50.83,7.41,645.9,blackgram,red soil
37.1,33.4,32.1,32.11,57.88,7.34,845.5,pigeonpeas,red soil
54.2,21.8,30.5,31.26,58.98,7.07,564.8,bajra,red soil
46.5,33.5,30.3,28.3,61.69,7.41,915.9,soybean,alluvial soil
27.8,28.1,21.3,29.79,68.68,6.97,689.0,greengram,black soil
70.5,45.3,54.6,27.44,59.26,6.2,915.4,cotton,red soil
79.5,47.7,46.6,25.72,71.08,7.13,981.5,maize,alluvial soil
27.0,20.0,22.5,27.05,56.77,7.27,793.2,greengram,alluvial soil
23.7,34.3,27.2,24.81,47.32,6.06,587.9,lentil,alluvial soil
57.4,43.7,37.0,21.29,54.48,7.07,718.7,sunflower,red soil
86.0,48.0,51.9,29.59,73.85,6.28,961.9,maize,alluvial soil
56.5,55.6,48.5,44.95,44.04,6.53,1758.2,sunflower,black soil
138.3,50.6,64.7,29.65,84.82,6.8,1771.4,sugarcane,alluvial soil
101.3,7.6,21.8,23.15,87.71,6.79,936.4,pomegranate,alluvial soil
1.3,64.9,16.6,23.58,31.43,5.2,2408.2,pigeonpeas,black soil
12.3,14.5,42.8,25.52,25.0,5.0,1500.1,bajra,laterite soil
93.2,38.2,35.1,28.63,67.98,6.12,1603.0,sunflower,laterite soil
138.2,56.9,2.1,39.43,57.82,7.18,1505.0,sugarcane,red soil
134.8,47.9,88.3,43.98,75.28,5.67,1573.0,bajra,alluvial soil
37.7,44.7,38.2,25.76,53.87,6.78,898.8,groundnut,alluvial soil
92.8,65.9,97.2,21.83,55.09,6.99,881.9,grapes,black soil
91.1,68.6,88.2,31.31,51.0,7.3,514.4,pomegranate,red soil
29.1,34.9,19.3,26.78,69.67,7.44,687.5,blackgram,red soil
96.1,56.2,62.6,26.05,72.21,6.47,611.9,tomato,alluvial soil
71.2,37.5,57.2,31.22,66.43,7.12,968.8,chilli,black soil
59.0,35.3,46.4,25.89,51.66,7.7,602.0,sunflower,black soil
73.9,41.8,43.0,34.19,55.77,6.66,787.0,cotton,red soil
56.3,40.7,36.1,27.87,58.95,7.29,541.7,sunflower,alluvial soil
28.4,30.0,24.7,28.23,50.1,6.5,500.6,greengram,alluvial soil
105.6,53.5,74.1,32.56,70.96,7.39,1611.1,sugarcane,black soil
77.3,67.6,19.8,21.64,57.66,6.02,809.9,grapes,laterite soil
45.5,36.8,42.7,28.53,62.0,6.76,653.1,jowar,black soil
45.6,29.2,31.0,21.01,37.11,7.48,594.7,safflower,red soil
97.5,40.4,57.7,24.31,69.72,6.12,923.3,onion,alluvial soil
11.0,7.5,34.3,30.12,42.79,6.09,511.6,sugarcane,black soil
136.7,57.3,72.9,30.43,67.08,6.6,1699.6,sugarcane,alluvial soil
16.7,26.6,26.8,31.87,51.09,6.89,603.9,greengram,alluvial soil
79.1,41.0,49.3,17.43,62.78,6.89,630.4,wheat,alluvial soil
101.3,42.5,69.5,20.0,65.21,6.63,818.2,onion,red soil
63.6,35.1,44.5,16.1,64.6,6.82,618.4,wheat,alluvial soil
57.3,34.5,51.3,21.28,45.84,7.41,793.9,sunflower,black soil
123.2,43.9,76.4,31.66,74.26,5.12,1087.2,greengram,red soil
72.7,74.7,62.7,37.55,47.88,8.24,1577.5,maize,alluvial soil
38.2,26.9,41.7,29.29,59.14,6.68,541.2,groundnut,red soil
63.4,32.5,44.0,22.68,58.58,6.64,690.3,ragi,laterite soil
64.4,39.7,44.7,19.31,65.26,6.22,613.9,wheat,black soil
33.4,43.4,29.8,25.36,67.91,7.68,752.9,pigeonpeas,black soil
61.2,43.0,48.3,22.18,61.04,6.13,605.2,wheat,alluvial soil
135.2,57.8,84.1,34.69,82.88,7.34,1284.2,sugarcane,alluvial soil
60.0,11.9,27.6,30.14,54.84,5.22,458.4,sunflower,black soil
49.8,27.8,39.8,23.37,46.87,7.22,551.1,safflower,black soil
50.1,44.1,40.8,24.56,42.61,7.25,590.3,sunflower,black soil
92.3,41.5,59.8,25.77,57.55,6.04,957.8,onion,alluvial soil
80.2,51.2,50.1,31.88,60.47,6.77,984.3,chilli,black soil
34.4,33.4,44.5,28.69,61.22,6.46,763.9,soybean,black soil
67.1,47.1,41.3,17.95,68.27,7.31,474.2,wheat,black soil
16.8,30.7,28.5,19.61,51.83,7.08,443.0,lentil,black soil
112.9,61.4,93.0,22.44,50.96,6.66,697.0,grapes,red soil
84.9,30.4,85.6,15.79,49.7,8.42,1635.9,jowar,black soil
88.6,56.5,68.2,28.41,48.96,7.19,771.0,pomegranate,black soil
28.6,33.4,28.5,30.47,68.69,7.09,790.0,greengram,black soil
98.1,74.6,36.8,16.88,44.78,6.58,888.5,safflower,alluvial soil
24.5,31.3,28.2,18.66,62.41,6.46,432.4,lentil,black soil
23.8,27.2,32.2,29.42,48.54,7.69,501.2,chickpea,red soil
112.3,50.5,73.8,22.7,66.98,6.18,749.4,tomato,red soil
53.0,51.4,47.8,12.82,90.85,8.53,2344.7,safflower,laterite soil
47.1,34.6,29.7,24.69,62.13,6.86,862.9,soybean,black soil
19.5,28.2,23.5,33.11,69.16,6.58,516.2,greengram,alluvial soil
37.5,25.1,43.6,31.56,65.18,6.99,884.6,groundnut,red soil
97.7,50.3,58.1,31.39,58.54,6.65,815.5,chilli,black soil
28.6,38.5,30.4,34.4,51.71,6.84,743.2,pigeonpeas,red soil
24.6,22.5,18.8,27.42,68.23,7.25,578.9,blackgram,red soil
24.6,35.0,27.9,19.08,59.41,6.54,434.0,lentil,black soil
48.6,20.5,47.0,21.01,43.98,5.67,1157.6,blackgram,black soil
54.8,39.3,38.9,23.14,56.73,7.06,690.0,sunflower,black soil
98.7,51.6,64.3,28.31,74.11,5.5,642.3,maize,alluvial soil
89.7,54.4,55.4,24.08,59.22,7.49,670.0,cotton,red soil
19.1,25.6,21.5,18.35,58.98,7.05,502.7,lentil,alluvial soil
94.5,54.1,59.9,29.7,62.0,6.51,730.7,maize,red soil
80.5,53.0,51.8,26.29,59.84,7.05,879.5,maize,alluvial soil
30.1,35.5,28.6,25.52,66.3,7.08,851.7,pigeonpeas,black soil
96.5,34.5,0.5,44.38,21.21,8.05,2238.9,onion,red soil
83.0,60.0,89.4,30.13,46.57,7.23,787.2,pomegranate,red soil
63.0,39.7,50.5,19.92,58.19,7.45,563.8,wheat,black soil
100.2,69.4,75.3,23.29,53.66,7.3,754.4,grapes,black soil
51.6,35.6,36.2,20.82,53.6,7.14,455.1,safflower,red soil
15.4,33.3,23.8,22.81,47.7,6.22,443.5,lentil,black soil
56.8,32.6,39.6,24.09,49.39,6.64,573.2,safflower,black soil
67.6,64.0,11.6,12.07,59.56,5.07,2178.8,grapes,black soil
137.3,68.8,78.1,27.81,81.51,7.4,1443.6,sugarcane,alluvial soil
96.3,58.1,79.6,26.91,62.52,7.47,687.3,grapes,black soil
51.5,69.4,37.6,44.76,33.2,8.65,1742.9,blackgram,red soil
39.7,36.6,43.2,22.83,67.72,7.05,625.2,soybean,black soil
22.4,31.0,23.6,26.7,59.0,7.03,718.1,greengram,alluvial soil
99.0,60.3,16.5,34.41,73.24,9.16,839.3,greengram,black soil
16.6,9.5,78.5,11.04,56.78,8.85,809.3,groundnut,red soil
101.9,55.2,68.3,25.22,45.56,6.83,748.0,pomegranate,black soil
105.5,51.7,30.5,43.41,86.6,4.58,403.2,blackgram,alluvial soil
60.7,46.7,53.1,20.49,61.59,6.74,505.1,wheat,black soil
49.9,32.2,40.8,28.8,57.99,5.98,781.8,ragi,red soil
113.0,42.0,66.4,36.12,36.86,5.16,731.4,tomato,laterite soil
57.8,44.1,49.8,29.33,93.37,7.7,1239.4,wheat,red soil
99.6,53.4,84.9,26.97,60.45,6.91,803.8,grapes,black soil
57.4,1.8,4.1,29.05,91.7,8.63,2005.1,groundnut,black soil
44.1,28.4,33.6,34.63,49.08,7.52,510.8,bajra,red soil
105.4,44.1,53.8,18.32,63.13,6.96,926.6,onion,alluvial soil
77.5,39.0,46.7,26.36,57.62,6.38,855.5,cotton,red soil
42.9,41.7,35.2,27.62,71.12,7.37,615.1,soybean,black soil
23.0,25.8,24.6,22.43,58.36,7.94,496.0,chickpea,red soil
26.2,32.1,28.3,28.96,56.55,7.13,786.3,blackgram,black soil
26.1,33.0,25.8,27.59,57.17,7.84,481.1,chickpea,red soil
16.2,29.6,23.1,21.92,56.88,6.12,592.5,lentil,black soil
98.5,58.3,54.3,18.01,63.19,6.58,774.4,onion,alluvial soil
70.3,43.6,63.6,28.54,60.21,6.64,1000.3,jowar,red soil
103.2,16.0,97.3,28.66,79.05,7.86,448.8,sunflower,alluvial soil
46.9,65.7,53.1,11.04,38.17,8.09,1131.8,blackgram,alluvial soil
59.0,20.6,39.9,33.6,55.55,8.8,877.1,sunflower,alluvial soil
92.3,43.6,50.5,28.61,58.91,6.65,754.1,maize,red soil
20.9,53.9,88.5,42.6,49.1,5.91,640.2,soybean,alluvial soil
44.0,26.9,41.1,27.77,51.0,7.61,638.3,jowar,black soil
102.3,57.9,83.3,32.51,41.17,6.56,759.2,pomegranate,black soil
78.1,52.2,46.0,28.53,71.61,7.4,948.0,maize,black soil
46.1,35.9,31.0,26.42,58.13,7.57,466.2,jowar,black soil
95.1,60.7,95.8,22.2,55.6,7.4,685.1,grapes,black soil
35.9,33.7,35.1,22.77,52.62,6.98,719.0,pigeonpeas,red soil
28.9,33.7,25.4,33.52,55.28,6.81,580.0,blackgram,red soil
48.7,29.6,34.1,27.63,57.18,7.86,566.0,jowar,black soil
35.7,37.1,30.8,24.35,47.19,7.6,878.4,pigeonpeas,black soil
134.1,51.5,86.0,27.71,81.97,6.65,1217.6,sugarcane,alluvial soil
51.9,43.3,35.9,25.12,52.37,7.36,609.9,sunflower,black soil
99.1,59.7,86.8,32.06,56.97,7.33,618.6,pomegranate,black soil
58.4,31.7,54.7,27.07,48.46,6.54,699.7,sunflower,alluvial soil
38.7,29.5,36.4,26.17,63.0,7.37,830.0,groundnut,alluvial soil
68.2,0.2,31.0,33.83,43.86,5.23,1402.0,onion,alluvial soil
102.7,65.0,79.5,34.32,55.85,6.76,702.2,pomegranate,black soil
58.4,41.4,41.8,16.8,65.31,7.51,2492.9,sunflower,black soil
35.4,39.8,39.3,29.2,70.07,6.5,615.1,soybean,alluvial soil
102.0,56.0,80.3,32.48,59.27,7.09,734.3,pomegranate,black soil
122.8,54.2,86.6,31.07,64.9,7.34,1292.0,sugarcane,black soil
81.1,7.7,61.3,21.05,84.83,6.43,2481.9,blackgram,alluvial soil
48.2,43.8,36.9,29.31,69.08,6.58,788.2,ragi,laterite soil
138.4,30.3,72.1,13.36,61.77,7.71,210.8,lentil,black soil
53.7,27.4,41.2,28.28,49.71,7.28,703.9,jowar,black soil
24.3,26.3,24.6,20.5,43.59,7.38,542.9,chickpea,black soil
52.7,44.4,45.6,29.19,52.88,6.79,763.6,ragi,laterite soil
32.6,27.9,33.3,23.52,52.83,6.79,638.1,chickpea,red soil
26.6,40.0,32.9,27.12,68.67,6.36,624.6,groundnut,red soil
27.2,37.0,36.9,28.26,52.31,6.56,847.6,pigeonpeas,red soil
72.5,46.0,58.5,29.97,72.53,6.5,872.5,chilli,red soil
42.8,25.0,40.5,23.42,35.09,7.54,466.7,safflower,red soil
126.3,61.8,87.9,28.22,63.22,6.62,1885.8,sugarcane,black soil
66.5,47.1,46.0,19.07,57.88,6.21,612.7,wheat,black soil
34.0,34.0,27.0,24.13,62.52,6.74,989.8,soybean,black soil
121.7,63.6,70.8,31.98,77.82,6.51,1865.0,sugarcane,black soil
84.1,40.1,53.2,25.4,73.73,5.89,694.0,maize,black soil
44.7,47.1,37.6,29.08,76.44,6.26,680.8,soybean,black soil
69.0,35.9,43.5,17.47,60.6,6.42,597.8,wheat,black soil
49.8,38.3,47.3,23.14,59.53,6.89,630.6,ragi,laterite soil
95.0,39.8,46.8,22.52,74.16,6.76,856.2,chilli,red soil
29.0,38.9,26.8,23.78,55.16,6.4,578.4,chickpea,black soil
47.5,24.2,36.8,32.68,51.72,6.03,413.4,bajra,alluvial soil
128.2,15.1,19.6,35.02,85.55,7.34,473.7,groundnut,alluvial soil
54.9,32.8,27.7,33.22,44.0,6.46,509.1,bajra,red soil
21.7,32.0,21.0,26.49,56.4,6.36,517.4,blackgram,red soil
98.1,50.2,98.2,15.65,31.57,6.06,592.4,greengram,alluvial soil
21.6,34.8,20.3,25.69,66.63,7.39,523.0,greengram,black soil
106.8,54.7,90.3,29.34,54.33,7.48,637.3,grapes,black soil
93.9,45.0,58.8,23.84,72.63,6.72,819.5,chilli,red soil
52.3,31.4,37.7,26.98,47.21,6.48,633.9,bajra,red soil
59.4,45.8,54.0,28.03,40.6,6.98,705.8,sunflower,alluvial soil
14.7,50.6,20.6,34.01,77.13,7.47,962.8,sunflower,red soil
117.0,45.4,72.8,27.71,67.54,6.84,628.0,tomato,red soil
98.7,59.7,81.0,33.63,47.08,6.55,662.3,pomegranate,black soil
24.4,25.4,27.9,24.75,42.75,6.88,596.7,chickpea,red soil
92.3,51.2,71.8,27.44,77.05,6.61,869.5,tomato,red soil
44.1,27.2,39.5,18.85,47.66,7.84,568.9,safflower,red soil
95.7,56.4,72.7,27.26,55.79,6.61,595.2,pomegranate,red soil
54.0,39.1,40.4,22.73,59.75,7.47,730.1,sunflower,black soil
20.2,10.8,74.3,44.57,61.98,8.61,305.9,blackgram,alluvial soil
112.0,62.4,96.8,21.65,50.56,6.56,764.0,grapes,black soil
15.7,29.1,21.0,34.01,52.12,6.68,709.2,greengram,black soil
122.2,43.9,19.3,29.35,51.62,6.51,1467.2,soybean,red soil
30.4,31.0,32.3,28.83,60.2,6.79,727.6,pigeonpeas,black soil
31.0,28.1,33.3,28.31,53.16,7.71,430.7,chickpea,red soil
48.3,32.2,39.3,26.73,45.15,7.3,661.9,jowar,black soil
99.9,38.3,92.6,13.63,93.71,4.94,1661.0,soybean,red soil
108.7,65.9,64.2,32.53,54.67,7.29,550.6,pomegranate,red soil
91.9,57.4,67.6,18.89,71.52,6.1,830.5,onion,black soil
14.1,2.6,20.4,27.01,35.64,4.83,1519.0,tomato,red soil
126.6,78.9,78.8,23.68,29.59,6.91,1609.5,ragi,alluvial soil
37.6,40.9,28.5,31.96,69.79,6.52,680.5,pigeonpeas,red soil
93.6,57.4,40.2,43.84,41.66,6.27,880.3,groundnut,alluvial soil
43.5,37.2,39.1,30.74,64.47,7.0,625.2,jowar,black soil
47.0,43.4,39.2,20.17,59.16,5.89,938.2,ragi,laterite soil
18.9,20.1,21.4,28.58,67.65,7.12,573.5,blackgram,red soil
36.8,42.0,40.2,29.88,64.66,6.56,969.9,soybean,alluvial soil
25.3,39.7,24.6,20.59,45.91,6.6,547.0,chickpea,red soil
57.0,32.8,38.2,26.0,57.43,6.75,642.2,ragi,red soil
127.8,7.1,82.0,35.32,73.15,9.42,1744.6,bajra,red soil
137.3,62.9,38.1,21.74,43.1,7.66,1666.8,wheat,alluvial soil
91.6,67.4,95.8,21.65,53.52,7.38,845.8,grapes,black soil
80.5,0.6,20.7,34.81,78.67,7.0,712.5,ragi,black soil
23.0,31.7,30.0,33.68,54.92,6.57,702.9,blackgram,black soil
100.3,53.5,69.0,26.83,67.42,6.83,659.0,tomato,alluvial soil
48.9,39.7,30.7,20.79,35.72,7.77,566.2,safflower,black soil
102.1,55.3,57.0,26.8,56.07,6.44,671.7,onion,black soil
56.5,38.1,53.6,26.07,46.47,7.82,536.7,sunflower,black soil
36.4,31.7,44.8,32.66,67.74,6.64,524.3,groundnut,red soil
47.1,50.8,20.8,42.6,81.96,6.03,1189.2,maize,red soil
86.0,59.0,49.9,29.44,69.33,6.67,977.4,maize,red soil
70.7,63.0,59.1,29.38,85.72,6.51,1592.6,greengram,red soil
43.9,33.8,36.6,20.49,45.16,7.82,578.7,safflower,black soil
58.4,32.5,54.4,25.65,54.51,7.3,729.5,sunflower,red soil
81.0,39.8,52.4,26.9,60.41,6.04,791.8,chilli,red soil
88.0,31.4,54.4,11.92,54.88,8.08,517.4,maize,red soil
56.0,32.1,36.3,22.22,50.21,7.85,639.4,sunflower,black soil
40.0,28.1,36.6,29.58,46.05,7.3,572.0,jowar,red soil
94.4,64.1,99.8,42.16,54.57,5.5,1467.5,sugarcane,alluvial soil
133.2,51.1,60.4,27.74,74.33,6.52,1896.7,sugarcane,alluvial soil
137.2,55.8,1.0,14.82,26.64,7.16,1762.0,soybean,laterite soil
108.3,54.0,73.4,27.28,82.97,6.59,1402.6,sugarcane,black soil
28.7,33.6,35.7,29.21,57.7,6.58,846.4,pigeonpeas,black soil
19.0,28.9,27.2,22.14,62.81,6.31,518.5,lentil,alluvial soil
67.8,48.7,54.4,22.19,52.4,6.53,602.0,sunflower,alluvial soil
44.3,28.0,35.1,25.94,63.11,7.58,510.5,jowar,red soil
114.2,66.2,82.2,27.81,55.64,6.59,848.2,grapes,red soil
28.6,26.4,24.8,25.67,51.82,6.97,765.2,greengram,alluvial soil
43.6,28.1,81.4,11.31,63.36,8.51,2481.8,tomato,alluvial soil
9.5,77.1,74.3,43.67,32.19,7.12,412.7,wheat,laterite soil
82.3,44.1,54.1,25.43,66.25,6.15,991.6,chilli,black soil
84.6,67.8,14.7,36.85,20.38,8.38,827.8,sugarcane,red soil
20.9,23.2,80.4,21.0,78.26,8.99,911.7,blackgram,laterite soil
1.4,8.0,96.7,30.31,83.64,8.0,2387.3,safflower,black soil
26.6,27.4,28.1,22.3,53.6,7.59,583.2,chickpea,red soil
83.7,52.0,61.2,21.78,71.4,7.26,956.0,maize,black soil
22.1,26.0,25.1,27.11,62.24,7.37,586.5,lentil,alluvial soil
44.9,30.0,41.5,23.15,54.01,6.81,811.6,ragi,red soil
22.3,33.3,29.2,24.58,46.96,6.71,486.8,chickpea,red soil
21.0,40.3,44.1,32.02,62.46,6.11,604.5,groundnut,alluvial soil
55.1,35.1,36.9,17.85,47.57,7.13,436.5,safflower,black soil
121.1,33.9,68.7,32.46,49.68,8.39,1452.3,pigeonpeas,laterite soil
14.0,76.9,75.5,24.54,36.93,8.81,1005.4,maize,laterite soil
68.4,30.7,37.1,29.48,41.55,7.97,559.7,sunflower,black soil
20.4,27.6,25.0,21.14,57.92,6.49,590.4,chickpea,black soil
118.7,67.0,66.6,31.62,71.41,6.94,1280.7,sugarcane,alluvial soil
37.9,32.3,39.6,22.5,67.82,7.49,874.3,soybean,alluvial soil
97.6,58.2,82.6,24.84,51.47,7.43,632.4,grapes,red soil
23.2,37.5,33.8,23.67,50.04,6.74,434.0,chickpea,red soil
38.0,15.5,24.6,32.55,69.08,5.78,1868.0,blackgram,alluvial soil
17.8,34.7,24.2,26.62,58.86,6.95,404.7,lentil,alluvial soil
64.6,73.4,87.2,14.09,84.4,8.34,1508.6,groundnut,laterite soil
119.0,56.7,67.8,20.01,63.22,6.44,980.0,tomato,red soil
57.8,32.6,33.5,27.37,46.51,8.31,520.3,jowar,black soil
107.1,48.0,64.7,20.23,78.56,6.5,908.7,tomato,alluvial soil
67.0,56.8,95.0,44.91,35.8,8.89,683.4,maize,black soil
103.6,54.0,61.6,29.96,44.93,7.41,747.6,pomegranate,black soil
60.9,35.1,37.7,28.14,51.02,5.63,670.3,ragi,laterite soil
67.9,74.7,80.8,27.7,91.96,5.37,988.7,sunflower,alluvial soil
24.7,27.9,28.7,20.45,53.79,7.17,577.9,lentil,alluvial soil
99.3,41.5,56.9,23.25,72.29,6.03,846.6,maize,red soil
21.4,25.3,32.2,28.71,58.88,7.15,481.4,chickpea,red soil
40.0,41.3,46.7,29.32,59.86,7.15,998.4,ragi,red soil
43.0,32.4,28.5,30.18,43.0,7.92,562.5,bajra,red soil
106.6,77.7,77.9,11.18,46.95,7.93,1464.2,blackgram,red soil
70.1,47.2,52.5,15.7,62.11,6.88,463.9,wheat,black soil
39.1,22.5,39.6,29.35,45.98,7.31,422.7,bajra,red soil
88.1,35.2,52.0,25.26,68.94,6.74,923.1,chilli,black soil
82.7,51.1,88.6,32.89,42.65,6.85,545.4,pomegranate,black soil
95.9,56.9,78.9,27.71,65.85,7.07,683.5,grapes,black soil
38.8,52.9,68.1,13.21,20.97,8.88,585.3,jowar,laterite soil
86.1,49.7,46.1,28.9,55.26,6.55,979.2,chilli,black soil
51.9,59.6,13.5,15.96,39.45,5.58,566.2,blackgram,red soil
78.8,38.3,55.4,28.72,59.68,6.87,652.3,cotton,red soil
54.1,40.6,39.4,26.58,53.73,6.71,783.0,ragi,laterite soil
107.9,40.8,63.2,22.54,74.07,6.29,707.9,onion,black soil
98.6,70.4,8.1,26.54,72.08,7.88,1442.2,wheat,laterite soil
39.4,62.4,66.0,31.56,93.07,6.42,1237.7,soybean,red soil
93.6,57.4,58.6,25.68,59.03,7.18,953.0,onion,black soil
106.9,47.3,63.6,26.33,79.67,6.02,984.7,tomato,alluvial soil
101.2,47.7,59.8,21.85,63.83,6.89,858.5,onion,red soil
122.5,55.6,71.6,29.12,71.69,6.68,1406.4,sugarcane,alluvial soil
20.5,6.9,17.7,16.81,75.81,5.87,503.7,chilli,red soil
34.8,27.8,27.2,26.72,46.35,6.38,608.4,chickpea,black soil
34.9,33.1,27.9,32.4,49.03,7.46,671.5,pigeonpeas,black soil
68.9,45.0,41.8,22.26,53.56,7.44,622.0,wheat,alluvial soil
81.0,64.7,67.9,29.13,57.48,7.11,615.1,pomegranate,red soil
35.6,45.0,34.2,26.51,58.69,6.03,528.7,groundnut,alluvial soil
78.9,62.9,76.9,39.03,26.85,9.31,1961.1,jowar,alluvial soil
21.5,28.7,28.4,18.08,49.43,6.7,498.4,lentil,black soil
86.2,37.6,57.9,33.21,64.27,6.25,795.9,cotton,black soil
86.9,58.6,55.3,22.03,59.36,6.11,721.6,maize,black soil
79.9,39.2,40.1,23.08,65.4,6.66,636.2,wheat,black soil
42.1,32.9,48.1,27.14,57.9,7.21,649.3,ragi,laterite soil
25.9,27.6,27.0,28.89,53.71,6.76,655.5,greengram,black soil
67.7,49.5,50.3,25.78,58.76,6.76,676.1,sunflower,red soil
61.1,45.9,53.2,23.53,40.92,6.94,561.5,sunflower,red soil
55.4,43.7,44.8,28.84,41.1,6.91,778.1,sunflower,black soil
35.8,33.0,34.8,27.49,51.15,6.02,827.8,groundnut,alluvial soil
94.6,58.8,56.2,21.35,64.4,6.77,996.6,tomato,alluvial soil
80.8,41.6,65.9,22.39,62.45,7.43,955.3,onion,alluvial soil
99.3,66.2,81.1,24.03,65.97,6.77,732.1,grapes,red soil
23.2,79.2,15.0,28.29,25.79,7.35,2176.2,pigeonpeas,alluvial soil
35.2,78.2,23.3,24.45,67.3,4.89,2478.5,ragi,black soil
55.7,38.0,40.3,20.85,67.67,7.09,901.0,ragi,laterite soil
101.9,72.0,5.4,24.84,50.18,9.35,1316.1,safflower,black soil
31.6,34.7,31.5,29.2,60.71,6.78,721.8,soybean,alluvial soil
56.9,38.2,27.8,40.54,61.32,9.21,294.0,wheat,alluvial soil
82.2,49.9,66.0,20.39,74.66,7.34,646.3,onion,black soil
62.0,41.8,50.8,32.64,50.01,6.12,658.2,cotton,black soil
60.5,21.7,22.2,19.93,68.27,6.5,1428.1,lentil,red soil
50.9,28.9,37.8,26.73,52.44,8.4,594.2,jowar,black soil
54.1,78.2,46.6,13.43,58.81,5.3,586.0,cotton,red soil
15.8,30.2,29.3,19.39,64.47,6.4,426.6,lentil,black soil
20.9,41.8,46.8,26.14,53.36,6.57,832.0,groundnut,alluvial soil
30.4,37.0,41.6,24.67,77.32,6.02,850.5,soybean,black soil
39.1,35.5,39.6,24.01,76.51,7.29,751.6,soybean,black soil
78.6,43.2,62.1,25.31,56.76,6.25,662.5,chilli,black soil
55.4,35.0,41.4,26.28,59.94,7.41,880.6,ragi,red soil
26.8,29.1,27.3,34.35,60.22,6.93,660.1,greengram,black soil
18.6,24.6,19.9,28.15,67.16,7.0,702.6,blackgram,red soil
61.2,41.2,41.6,26.02,53.83,7.08,705.9,sunflower,red soil
53.9,49.5,53.0,26.62,48.1,6.79,725.6,sunflower,red soil
31.5,31.4,41.6,24.84,74.74,6.55,844.2,soybean,alluvial soil
20.7,26.7,29.8,31.71,56.04,7.24,676.9,greengram,alluvial soil
102.8,66.4,71.6,29.38,83.52,4.95,1609.0,cotton,laterite soil
108.6,56.7,78.0,34.31,63.57,7.09,1406.9,sugarcane,black soil
87.0,46.8,63.8,23.25,61.96,7.09,859.1,onion,alluvial soil
108.7,66.3,82.7,25.86,55.3,7.04,677.4,pomegranate,black soil
33.3,30.3,40.8,27.1,63.82,6.01,731.3,soybean,black soil
126.4,15.4,40.0,28.41,69.59,4.85,2248.0,jowar,black soil
116.0,52.4,76.2,25.55,55.36,7.3,856.4,grapes,black soil
116.3,63.3,88.7,24.88,54.85,6.72,671.1,grapes,black soil
107.2,51.1,69.9,25.92,79.12,6.5,1650.3,sugarcane,alluvial soil
82.3,54.3,76.6,29.87,44.78,7.27,713.3,pomegranate,black soil
62.9,41.3,54.3,32.87,50.57,6.09,736.6,cotton,black soil
54.5,34.7,40.2,30.45,57.13,8.34,498.3,jowar,black soil
38.9,63.1,61.5,31.19,43.36,7.01,2469.4,ragi,alluvial soil
116.4,46.0,71.2,23.91,67.47,6.38,810.7,tomato,red soil
35.4,38.4,27.6,30.2,46.87,7.06,633.2,pigeonpeas,red soil
24.4,20.0,21.4,25.98,60.03,6.91,553.4,greengram,black soil
99.8,50.1,82.3,28.93,51.2,6.97,709.1,pomegranate,black soil
12.8,13.8,83.1,27.42,35.26,7.28,1691.9,soybean,red soil
135.3,0.5,38.9,37.88,74.47,7.69,644.0,cotton,red soil
70.1,40.4,53.3,18.97,52.16,7.46,490.4,wheat,black soil
83.7,40.3,54.1,30.61,57.75,6.12,857.2,chilli,red soil
39.3,43.5,36.3,34.12,52.82,7.11,829.0,pigeonpeas,black soil
104.2,44.8,54.7,22.12,68.14,6.27,935.7,onion,red soil
82.4,39.4,41.7,29.73,55.55,6.1,714.4,cotton,red soil
20.9,25.6,21.1,27.59,56.67,7.01,542.4,lentil,alluvial soil
23.8,22.1,18.4,30.33,55.03,6.48,679.5,blackgram,black soil
23.7,31.4,29.1,19.29,54.32,7.37,484.5,lentil,black soil
44.9,29.3,27.3,32.76,57.53,7.58,607.0,bajra,alluvial soil
100.5,64.6,85.4,24.08,62.99,6.64,620.3,grapes,black soil
80.5,40.7,58.4,30.69,68.61,7.81,768.7,cotton,black soil
